image_id;irma_code;05_class;05_irma_code_submask;06_class;06_irma_code;07_irma_code;08_irma_code
371847;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371848;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371849;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371850;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371851;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371852;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371853;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371854;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371855;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371856;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371857;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371858;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371859;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371860;1121-120-514-700;20;11-1-51-7;71;1121-120-514-700;1121-120-514-700;1121-120-514-700
371861;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371862;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371863;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371864;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371865;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371866;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371867;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371868;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371869;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371870;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371871;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371872;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371873;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371874;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371875;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371876;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
371877;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371878;1121-120-433-700;35;11-1-43-7;69;1121-120-433-700;1121-120-433-700;1121-120-433-700
371879;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371880;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371881;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371882;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371883;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371884;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371885;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371886;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371888;1121-120-413-700;3;11-1-41-7;68;1121-120-413-700;1121-120-413-700;1121-120-413-700
371889;1121-490-412-700;29;11-4-41-7;\N;\N;\N;1121-490-412-700
371890;1121-120-413-700;3;11-1-41-7;68;1121-120-413-700;1121-120-413-700;1121-120-413-700
371891;1121-120-413-700;3;11-1-41-7;68;1121-120-413-700;1121-120-413-700;1121-120-413-700
371893;1121-228-310-700;11;11-2-31-7;115;1121-228-310-700;1121-228-310-700;1121-228-310-700
371894;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371895;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371896;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371897;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
371898;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
371899;1121-4a0-918-700;22;11-4-91-7;99;1121-4a0-918-700;1121-4a0-918-700;1121-4a0-918-700
371901;1121-4a0-918-700;22;11-4-91-7;99;1121-4a0-918-700;1121-4a0-918-700;1121-4a0-918-700
371902;1121-4a0-918-700;22;11-4-91-7;99;1121-4a0-918-700;1121-4a0-918-700;1121-4a0-918-700
371903;1121-120-91a-700;6;11-1-91-7;108;1121-120-91a-700;1121-120-91a-700;1121-120-91a-700
371904;1121-120-91b-700;6;11-1-91-7;\N;\N;\N;1121-120-91b-700
371905;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371906;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371907;1121-220-212-700;42;11-2-21-7;\N;\N;\N;1121-220-212-700
371908;1121-210-212-700;42;11-2-21-7;\N;\N;\N;1121-210-212-700
371909;1121-210-212-700;42;11-2-21-7;\N;\N;\N;1121-210-212-700
371913;1121-120-441-700;27;11-1-44-7;44;1121-120-441-700;1121-120-441-700;1121-120-441-700
371914;1121-120-433-700;35;11-1-43-7;69;1121-120-433-700;1121-120-433-700;1121-120-433-700
371915;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371916;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371917;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371918;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371919;1121-490-412-700;29;11-4-41-7;\N;\N;\N;1121-490-412-700
371920;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371921;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371922;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371923;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371924;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371925;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371926;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371928;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371929;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371930;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371931;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371932;1121-120-454-700;44;11-1-45-7;112;1121-120-454-700;1121-120-454-700;1121-120-454-700
371933;1121-120-454-700;44;11-1-45-7;112;1121-120-454-700;1121-120-454-700;1121-120-454-700
371934;1121-120-454-700;44;11-1-45-7;112;1121-120-454-700;1121-120-454-700;1121-120-454-700
371935;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371936;1121-240-433-700;31;11-2-43-7;66;1121-240-433-700;1121-240-433-700;1121-240-433-700
371937;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371938;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371939;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371940;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371941;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371943;1121-110-415-700;3;11-1-41-7;81;1121-110-415-700;1121-110-415-700;1121-110-415-700
371945;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371946;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371947;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
371948;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
371949;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371950;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371951;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371952;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371953;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
371954;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371955;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
371956;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
371957;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
371958;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
371959;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371960;1121-4b0-233-700;45;11-4-23-7;58;1121-4b0-233-700;1121-4b0-233-700;1121-4b0-233-700
371961;1121-4b0-233-700;45;11-4-23-7;58;1121-4b0-233-700;1121-4b0-233-700;1121-4b0-233-700
371962;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371963;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371964;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371965;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371966;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371967;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371968;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
371970;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
371971;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371972;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371973;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371974;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371975;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371976;1121-4a0-310-700;49;11-4-31-7;87;1121-4a0-310-700;1121-4a0-310-700;1121-4a0-310-700
371977;1121-4a0-918-700;22;11-4-91-7;99;1121-4a0-918-700;1121-4a0-918-700;1121-4a0-918-700
371978;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
371979;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371980;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371981;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371982;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371983;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371984;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371985;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371986;1121-490-310-700;49;11-4-31-7;97;1121-490-310-700;1121-490-310-700;1121-490-310-700
371987;1121-229-310-700;11;11-2-31-7;109;1121-229-310-700;1121-229-310-700;1121-229-310-700
371988;1121-229-310-700;11;11-2-31-7;109;1121-229-310-700;1121-229-310-700;1121-229-310-700
371989;1121-229-310-700;11;11-2-31-7;109;1121-229-310-700;1121-229-310-700;1121-229-310-700
371990;1121-229-310-700;11;11-2-31-7;109;1121-229-310-700;1121-229-310-700;1121-229-310-700
371991;1121-228-310-700;11;11-2-31-7;115;1121-228-310-700;1121-228-310-700;1121-228-310-700
371992;1121-228-310-700;11;11-2-31-7;115;1121-228-310-700;1121-228-310-700;1121-228-310-700
371993;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371994;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371995;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371996;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371997;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
371998;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371999;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
372000;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
372001;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
372002;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372003;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372004;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372005;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372006;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372007;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372008;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372009;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372010;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372011;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372012;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372013;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372014;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372015;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372016;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372017;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372018;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372019;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372020;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372021;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372022;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372023;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372024;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372025;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372026;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
372027;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372028;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372029;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372030;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372031;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372032;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372033;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372034;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372035;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372036;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372037;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372038;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372039;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372040;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372041;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372042;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372043;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372044;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372045;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372046;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372047;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372048;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372049;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372050;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372051;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372052;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372053;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372054;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372055;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372056;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372057;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372058;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372059;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372060;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372061;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372062;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372063;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372064;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372065;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372066;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372067;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372068;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372069;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372070;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372071;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372072;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372073;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372074;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372075;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372076;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372077;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372078;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372079;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
372080;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
